edge_id,length
171920827,44.70
171920828,43.94
172306933,15.39
17461182#0,197.81
17461182#1,174.93
17461769#0,127.32
17461769#1,68.91
17468601#1,13.81
17468879#1,47.85
17468879#10,39.22
17468879#11,15.95
17468879#2,7.18
17468879#3,34.75
17468879#4,19.44
17468879#5,14.76
17468879#6,3.31
17468879#8,6.68
17469145#0,24.70
17469145#1,29.99
17469145#3,30.04
17469145#4,53.23
17469145#5,1.37
17469145#6,52.55
17469145#7,19.46
17469145#8,144.53
17469145#9,50.69
17470384#0,50.68
17471150,279.52
17471648#0,174.78
17471648#1,0.20
17471648#2,45.33
17471648#3,36.31
175794804#0,101.65
175794804#2,93.27
175794804#3,43.96
175794804#4,52.87
179480600,43.66
179480602#0,40.16
179480602#1,50.89
179480603#0,40.46
179480603#1,58.38
179481457#0,52.13
179481457#1,4.43
179481457#2,52.25
179481457#3,6.23
179481458,28.00
179481459#0,0.20
179481459#1,30.79
179553220#0,141.64
179553220#1,51.85
179553220#2,63.46
180645638#0,0.20
180645638#1,5.63
180645638#2,28.11
180646041,6.00
180690511#1,36.45
180690511#2,35.43
180690511#3,59.60
180722127,0.98
180722203,0.20
180722204,0.20
180763712,13.39
180827636#0,4.15
180827636#1,16.55
180827771#1,60.17
180827771#2,0.20
180827771#3,0.20
180827771#4,60.53
180827771#5,60.85
180827771#6,61.43
180827849,16.22
180828047,15.54
180828236#1,11.13
180828236#2,10.96
180828237,3.26
180828238,4.41
180828441,4.23
180828442,4.29
180828443,3.17
180842918,18.56
180842919,21.20
180976394,42.56
181375454#0,89.51
181375454#1,91.28
181375564#0,46.71
181375564#1,46.38
181375565,35.84
181543187,185.17
181546259,58.27
181546261#0,8.22
181546261#1,2.94
181546262#0,41.12
181546262#1,44.33
181546262#2,22.68
181546262#3,41.60
181546262#4,9.70
181546262#5,66.40
182884723#0,51.72
182884723#1,369.13
182884723#3,383.06
182884724#0,209.56
182884724#1,65.15
182884725,174.46
182884726#0,118.58
182884726#1,172.17
182884727#0,78.81
182885069#0,206.44
182885069#1,147.93
186655850,51.94
186655851#0,20.86
186655851#1,46.78
186655851#2,36.37
186655920,63.70
186655921,90.68
186655922,155.28
186659130,33.79
186659131#0,0.20
186659131#1,0.20
186659131#2,0.20
186659131#3,21.37
186659132,11.97
186659156,166.52
189468938#0,30.06
189468938#1,2.99
189468938#2,42.13
189468940#0,49.27
189468940#1,70.33
189468940#2,10.39
189468941#0,4.15
189468941#1,4.51
189468941#2,3.66
189468941#3,4.31
189468942#0,10.31
189468942#1,70.40
189468942#2,45.07
191506916#0,10.84
191506916#1,1.51
191506916#2,15.52
193226306#0,378.09
193226306#1,69.42
193226306#2,184.46
193226310,165.87
193226314#0,179.23
193226314#1,171.52
193226317#1,84.83
193226317#2,76.94
193226317#3,54.71
193244925,168.13
193245083#0,12.69
193245083#1,33.99
193245083#2,3.13
193358872,13.29
193358873,50.91
193358874,32.27
193358875#0,0.20
193358875#1,8.91
193358876#1,7.89
193358877,17.64
193358878,50.91
193358879,19.10
193358880#0,5.23
193358880#1,15.15
193358880#2,0.20
193358881#0,23.94
193358881#1,55.56
193358881#2,51.46
193358882#0,24.42
193358882#1,55.45
193358882#2,43.46
193358883#0,11.04
193358883#1,0.20
193358883#2,29.88
193358884#1,8.72
193358884#2,10.33
193358884#3,9.24
193358884#4,10.76
193358885#0,20.56
193358885#1,41.43
193358886#0,51.95
193358886#1,87.43
19527147#0,34.73
195421898#0,130.03
195421898#1,506.04
195727800,53.07
196031434,72.22
19786236,29.07
202758796,72.72
202761369,38.08
202761370,25.92
202901852,97.36
202901853,122.86
203195092#0,47.85
203195092#1,77.60
203195092#2,139.14
203195092#3,223.65
203195092#4,26.28
204705490#0,688.66
204705490#1,632.21
209294725,104.97
209471591,38.27
209471786#0,4.01
209471786#1,27.79
209471786#2,252.09
209471787#1,28.34
209471787#2,4.64
210312613,28.25
210312614#0,20.12
210312614#2,15.59
210312617,92.67
210896096#0,21.10
210896096#1,10.04
210896096#2,330.19
210896098#0,56.63
210896098#1,35.38
210896099,130.77
210896100,17.00
210896101,113.93
210896102#0,6.85
210896102#1,19.03
210896103#0,15.48
210896103#1,60.56
211660706#0,21.34
211660706#1,48.39
211660706#2,4.62
211660706#3,12.43
211660709#0,118.07
211660709#1,16.17
211660709#2,79.19
211660712,12.69
211660716#0,12.55
211660716#1,22.80
211660719#0,0.20
211660719#1,12.35
211848789,25.23
217900489,507.32
217900490,103.32
217900491,280.87
217914186#0,362.88
217914186#1,214.71
217914186#2,285.63
217914478,123.64
217914479,60.74
217914480,156.46
217914482,74.88
217914483,230.30
217914484,199.51
218121701,25.42
218121701-AddedOffRampEdge,91.95
218339060,169.43
218339062#0,190.01
218339062#1,363.33
218339062#1-AddedOffRampEdge,91.87
218339062#2,315.60
220133926#0,2569.98
220133926#3,102.47
220133926#4,6.15
220133926#5,45.47
220782225,36.56
220782226,62.39
220782227,84.00
220782230,9.56
220782234,3.72
220782239,32.57
220782240#0,508.94
220782240#1,1914.08
220782244#0,146.63
220782244#1,117.53
220782244#2,183.42
220782244#3,56.14
220782246#0,7.29
220782246#1,90.71
220782253#1,101.67
220782253#2,144.35
220782256,63.22
220782261,18.11
220782263,30.26
220782265,1.85
220782268,11.56
220782270,2.60
220782272#0,0.35
220782272#1,15.36
220782274#0,187.75
220782274#1,2.96
220782276,18.35
220782279#0,9.49
220782279#1,204.44
220782281#0,90.50
220782281#1,126.92
220782281#2,31.85
220782281#3,220.62
220782288,79.25
220782291#0,1.28
220782291#1,51.12
220782293#0,12.13
220782293#1,277.79
220782293#10,218.77
220782293#2,12.12
220782293#3,48.82
220782293#4,17.22
220782293#5,191.62
220782293#6,78.59
220782293#7,144.66
220782293#8,133.43
220782293#9,49.74
220880552#0,7.67
220880552#1,9.00
220880552#3,4.80
220880552#4,8.03
220880552#5,9.90
220880552#6,169.63
220880552#7,104.35
220880552#8,1.28
220880552#9,19.14
220880553,318.00
220880554,151.89
220880555,138.91
220880556,145.05
220880557,115.23
220880558,150.50
220880559,148.14
220880560#0,55.51
220880560#1,5.21
220880561#0,11.76
220880562#0,3.57
220880562#1,11.99
220880563#0,15.97
220880563#1,70.60
220880564#0,2.77
220880564#1,50.00
220880564#2,9.61
220880565#0,8.38
220880565#1,84.04
220880566#0,5.03
220880566#1,18.79
220880566#2,36.54
220880566#3,2.55
221134586#1,98.98
221134589#0,19.27
221134589#1,7.90
221134590#0,251.25
221134590#1,112.28
221134590#2,77.57
221134591#0,71.16
221134591#1,47.90
221134592#0,2.04
221134592#1,9.93
221134594,161.75
221134595#0,223.78
221134595#1,52.16
221134595#2,87.49
221134595#3,161.24
221134596#0,71.57
221134596#1,37.99
221134596#2,28.08
221134596#3,99.55
221134598,58.47
221134599,48.97
221134600,290.44
221134601#0,56.84
221134601#1,8.87
221134601#2,18.04
221134602#0,34.35
221134602#1,17.28
221134603,50.16
221134604,11.30
221134605,8.72
221134606#0,18.17
221134606#1,3.96
221134606#2,9.15
221134608#0,57.21
221134608#1,128.29
221134609#0,65.45
221134609#1,24.35
221134609#2,20.31
221134611,89.90
221134612#0,28.62
221134612#1,7.25
221134612#2,3.15
221134613,18.44
221134614,16.16
221134616#0,23.05
221134616#1,102.22
221134616#2,108.76
221134616#3,15.38
221134616#4,35.94
221134616#5,4.51
221134616#6,1.85
221134616#7,57.07
221134616#8,35.47
221134617,27.68
221134618,18.30
221145431#0,85.70
221145431#1,93.55
221145432,63.94
221145434#0,16.11
221145434#1,298.73
221145434#2,38.28
221145435,48.59
221145436,63.65
221145437#0,33.07
221145437#1,35.50
221145438,52.48
221145439#0,24.53
221145439#1,55.99
221145440#0,14.69
221145440#1,128.86
221145441#0,10.68
221145441#1,3.84
221145441#2,12.70
221145441#3,16.39
221145441#4,221.93
221145441#5,159.55
221145441#6,11.33
221145442#0,2.54
221145442#1,118.23
221145442#2,92.38
221145442#3,31.06
221145442#4,44.42
221145442#5,37.77
221145442#6,40.43
221145442#7,51.80
221145442#8,66.60
221145443,102.78
221145445,56.63
221145447,89.60
221145448,123.33
221145449#0,7.28
221145449#1,34.89
221145449#2,39.94
221145449#3,15.06
221145450#0,48.14
221145450#1,30.65
221145452#0,38.52
221145452#1,20.19
221145453#0,23.49
221145453#1,14.19
221145453#2,37.13
221145453#3,58.17
221145453#4,71.59
221145453#5,21.52
221145453#6,20.14
221145454,2.68
221145455,0.20
221145458,6.11
221145460#0,23.90
221145460#1,189.45
221145461#1,11.11
221145461#2,49.34
221145461#3,26.86
221145462#0,334.36
221145462#1,33.72
221145463,4.76
221145464#0,18.24
221145464#1,30.00
221145464#2,226.97
221145464#3,166.64
221145465#0,1.94
221145465#1,7.43
221145465#2,135.38
221145465#3,81.99
221145465#4,3.52
221145465#5,2.12
221145465#6,21.34
221145466#0,15.61
221145466#1,46.32
221145466#2,176.37
221145467#0,4.01
221145467#1,22.97
221145467#2,0.20
221145468,8.95
221145470,53.93
221145471,6.30
221145472#0,9.67
221145472#1,16.99
221145473,25.29
221145474,25.70
221145475,66.67
221145476,65.32
221145477,73.05
221189613#0,42.62
221189613#1,38.97
221189613#10,35.52
221189613#11,45.73
221189613#2,30.44
221189613#3,2.86
221189613#4,25.13
221189613#5,7.29
221189613#6,13.57
221189613#7,19.09
221189613#8,1.30
221189613#9,30.69
221189615,74.05
221226097#1,109.03
221226097#2,92.10
221226098,18.18
221226099#0,50.89
221226099#2,620.54
221226099#3,12.24
221226100#0,32.06
221226100#1,77.55
221226100#2,6.64
221226100#3,23.35
221226100#4,7.03
221226100#5,0.57
221226101#0,5.28
221226101#1,2.78
221226101#2,5.17
221226101#3,1.49
221226101#4,0.79
221226101#5,6.93
221226101#6,0.51
221226101#7,4.70
221226101#8,2.41
221226102#0,4.42
221226102#1,2.64
221226102#2,5.25
221226102#3,1.49
221226102#4,0.77
221226102#5,2.74
221226102#6,0.20
221226102#7,0.42
221226102#8,4.72
221226102#9,2.65
221226103#0,54.63
221226103#1,44.76
221226103#2,8.91
221226103#3,5.39
221226103#4,13.10
221226103#5,101.47
221226104,224.51
221226105,6.14
221226106,6.40
221226107,3.37
221226108,20.20
221226109,6.42
221226110,6.33
221226112,6.42
221226114,6.55
221226116,3.07
221226118,6.16
221226121,31.45
221226123,6.62
221226125,23.08
221226127,6.09
221226129,2.90
221226131,5.97
221226133,6.28
221226135,6.35
221226137,5.96
221226139,6.46
221226142#0,0.20
221226142#1,0.41
221226142#2,0.12
221226142#3,0.20
221226145#0,0.27
221226145#1,0.63
221226145#2,0.22
221226145#3,0.20
221226147#0,12.55
221226147#1,2.62
221226147#2,2.58
221226147#3,5.39
221226147#4,2.10
221226147#5,3.41
221226147#6,10.37
221226151#0,10.74
221226151#1,5.31
221226151#2,6.26
221226151#3,3.58
221226151#4,4.85
221226151#5,5.96
221226151#6,27.37
221226153#0,11.82
221226153#1,2.71
221226153#2,2.48
221226153#3,0.20
221226153#4,0.42
221226153#5,2.37
221226153#6,3.39
221226153#7,9.88
221226159#0,22.59
221226159#1,377.70
221226161#0,19.15
221226161#1,21.77
221226162,377.18
221231810#1,173.84
221231810#2,34.99
221231810#3,15.78
221231810#4,87.91
221231810#5,67.39
221231813#1,34.70
221231813#2,3.79
221231813#3,9.40
221231813#5,5.33
221231813#6,3.14
221231814,56.16
221557155,82.86
221557156#0,27.79
221557156#1,30.16
221557157,34.82
221557158,35.47
221557159,70.81
221557160#0,4.89
221557160#1,26.04
221557161#0,4.79
221557161#1,9.32
221557162#1,11.29
221557163#0,6.80
221557163#1,20.70
221557164#0,62.14
221557164#1,48.20
221557165#0,72.44
221557165#1,44.54
221557165#2,104.32
221557166#0,8.27
221557166#1,3.99
221557166#2,74.45
221557167#0,53.91
221557167#1,52.29
221557167#2,58.51
221651739,85.29
222367757,34.00
223768370,230.18
225125375,20.48
225252322,58.41
225254148,11.06
225254465#0,5.59
225254465#1,5.40
225254466,19.95
225254467,20.05
225254468,16.23
225259522,4.80
225262021#0,0.20
225262021#1,19.97
225262021#2,0.20
225262022,7.36
225263980,3.89
225263986,21.97
225263989,3.84
226025406#0,43.89
226025406#1,37.54
226025406#2,35.37
226025406#3,34.51
226025406#4,29.26
226025407,57.50
226025408#0,81.50
226025409#0,0.20
226025409#1,31.92
226025409#2,6.79
226025409#3,7.45
226025409#4,27.93
226025409#5,0.20
226025410#0,20.24
226025410#1,5.00
226025410#2,19.50
226025411#0,18.76
226025411#1,4.18
226025411#2,0.20
226025411#3,14.12
226025412#0,6.85
226025412#1,9.89
226025412#2,0.20
226025413#0,24.40
226025413#1,0.20
226125706#1,294.49
226176666,13.11
226176667#0,80.15
226176668,38.44
226176669#0,135.22
226176669#1,73.96
226176669#2,136.64
226176669#3,65.67
226176670#0,8.91
226176670#1,16.93
226176671#0,8.57
226176672,0.20
226176674,11.85
226281740,145.86
226281741,45.00
226281742,259.71
226281743#0,7.22
226281743#1,50.53
226281743#2,178.59
226281744#0,89.80
226281744#1,73.80
226281744#2,155.58
226281745#0,57.68
226281745#1,51.21
226281746#1,12.14
226281746#2,0.20
226281746#3,0.23
226281746#4,13.33
226281747,62.75
226283476#0,56.01
226283477,87.68
226300867,301.48
226300868#0,44.57
226300868#1,97.52
226300868#2,43.44
226300868#3,113.05
226300870#0,61.16
226300870#1,206.20
226415762,9.70
226415763,17.33
226420569,21.16
226420570#0,61.60
226420570#1,126.23
226420571#0,38.06
226420571#1,59.11
226420572,37.07
226420573#0,128.09
226420573#1,152.23
226420573#2,52.91
226420573#3,165.92
226473005#0,241.81
226473005#1,276.90
226473005#2,63.11
226480237,154.15
226480238,278.05
226480239,246.85
226480240,16.14
226480241,42.72
226480242,43.51
226480243,15.77
226480244#0,21.04
226480244#1,10.38
226480244#2,54.25
226480244#3,6.02
226480244#4,9.41
226480244#5,55.74
226480244#6,8.65
226480244#7,8.30
226480244#8,31.79
226480245,19.02
226480246#0,77.93
226480246#1,13.20
226480246#2,11.47
226480246#3,57.60
226480246#4,13.21
226480246#5,29.15
226480246#6,84.87
226480247,17.16
226594276,5.70
226594277#0,6.92
226594277#1,9.49
226594278#0,14.02
226594278#1,134.92
226594279#0,20.26
226594279#1,8.22
226594279#2,9.56
226594279#3,43.72
226594279#4,221.58
226594279#5,134.10
226594280#0,136.07
226594280#1,20.72
227202414,101.55
227202416#0,2.87
227202416#1,1.53
227202418#0,4.71
227202418#1,3.73
227202420#0,45.74
227202420#1,12.98
227202420#2,25.95
227202420#3,29.34
227202423,33.59
227203161#1,25.87
227203161#2,27.04
227203161#3,62.70
227215509,40.53
227215510#0,5.05
227215510#1,61.67
227215510#2,12.85
227215510#3,10.24
227215511#0,4.56
227215511#1,65.54
227215511#2,80.03
227215511#3,201.50
227215512#0,24.97
227215512#1,125.68
227215512#2,0.14
227215513,1.35
227215514,2.08
227215515,1.45
227215516,5.27
227215517,6.32
227215518,2.10
227215519#1,12.73
227215520,1.15
227215521,1.22
227215522,4.10
227215523,11.82
227215524,2.43
227215525,4.35
227215526,3.35
227215527,3.34
227215528,23.94
227215529,2.34
227215530,2.37
227215531,14.96
227215532,2.94
227215533,2.12
227215534,0.20
227215535,0.77
227215536,0.68
227215537,2.87
227215538,14.63
227215539,2.11
227215540,0.47
227215541,2.93
227215542,1.88
227215543,3.63
227215544,86.57
227215545#0,1.85
227215545#1,0.20
227215546#1,11.23
227215547#0,2.03
227215547#1,25.16
227215548#0,0.20
227215548#1,0.20
227215549#0,55.05
227215549#1,11.69
227215549#2,16.79
227215549#3,7.47
227215549#4,0.10
227215549#5,11.78
227215549#6,7.39
227215549#7,5.31
227215550#0,4.85
227215550#1,68.44
227215550#2,118.32
227215550#3,6.78
227215550#4,26.90
227215551,6.29
227215552,8.26
227215553#0,7.41
227215553#1,46.74
227215554,90.22
227215555#0,6.28
227215555#1,0.20
227215556,11.70
227215557,60.41
227215558,125.23
227220003#0,248.85
227220003#1,24.89
227220004#0,13.51
227220004#1,10.52
227220004#2,0.14
227220006,129.27
227220007,100.63
227220008#0,0.30
227220008#1,53.13
227220008#2,46.73
227220008#3,84.64
227220009#0,29.01
227220009#1,34.30
227220009#2,61.40
227220011#0,13.64
227220011#1,6.62
227220011#2,6.27
227220011#3,62.89
227220011#4,41.54
227220011#5,82.81
227220012#1,62.33
227220012#2,1.95
227220012#3,47.33
227220012#4,127.89
227220013,9.49
227220014,9.32
227220016,23.09
227220017#0,32.71
227220017#1,52.91
227220017#2,2.46
227220018,17.94
227220019,35.16
227220020,17.67
227220021,32.90
227220022#0,50.09
227220022#1,52.86
227220022#2,14.14
227226949,0.20
227226950,98.74
227226951,14.93
227226952,12.19
227245219,135.30
227245220,49.07
227245221,139.14
227245222#0,81.50
227245222#1,74.88
227245223#0,395.77
227245223#1,122.75
227245223#2,216.02
227245223#3,100.71
227245223#4,25.89
227245223#5,119.73
227245223#6,134.41
227245223#7,48.75
227245224,31.14
227245225#0,112.98
227245225#1,60.48
227245226#0,22.40
227245226#1,22.11
227245226#2,31.10
227245227#0,6.96
227245227#1,131.22
227245228,4.79
227245229#0,86.55
227245229#1,59.83
227245230,66.21
227245231#0,46.48
227245231#1,5.63
227245232#0,8.74
227245232#1,101.65
227245234,0.71
227245235,8.23
227245236,4.25
227245237,11.50
227245238,7.82
227245239,54.54
227245240,7.21
227245241,11.00
227245242#0,119.43
227245242#1,28.17
227245242#2,95.86
227245243,30.00
227245244,10.22
227245245,8.23
227245246,37.73
227245247#0,23.47
227245247#1,46.89
227245248#0,1.82
227245248#1,30.60
227245249,17.88
227245250#0,0.50
227245250#1,2.11
227245251#0,33.06
227245251#1,38.11
227245252#1,9.10
227245252#2,18.69
227245253,3.72
227245254,12.38
227245255#0,5.89
227245255#1,10.69
227245255#2,9.41
227245256,45.04
227245257,14.68
227245258,4.26
227245259#0,0.20
227245259#1,2.43
227245259#2,7.64
227245260#0,18.42
227245260#1,41.24
227245261,32.85
227245262#0,24.43
227245262#1,12.26
227245264#0,25.08
227245264#1,3.57
227245265,42.00
227245266,10.48
227245267#0,105.79
227245267#1,265.65
227245267#2,375.99
227245267#3,63.56
227245267#4,5.79
227245268#0,11.72
227245268#1,37.23
227245268#2,2.09
227423282#0,52.15
227423282#1,62.09
227423282#2,24.35
227423283#0,16.36
227423283#1,57.32
227423284#1,4.33
227423284#2,25.45
227423284#3,0.20
227423284#4,78.70
227423284#5,14.48
227423285#1,51.50
227423285#2,54.80
227423286#1,6.97
227423286#2,7.36
227423286#3,8.95
227423286#4,4.63
227423287#0,94.17
227423287#1,28.60
227423287#2,32.60
227423287#3,0.20
227423287#4,18.25
227423288#0,70.80
227423288#1,57.33
227423288#2,117.89
227423288#3,3.67
227423289,33.60
227423290,0.60
227423291,13.93
227423292,0.20
227423293,5.95
227423294,8.42
227423295,5.52
227423296,4.84
227423297,8.05
227423298,2.26
227423299,7.83
227423300,5.23
227423301,0.22
227423302,0.20
227423303,0.46
227423304,20.45
227423305,0.57
227423306,17.29
227423307,0.16
227423308,5.12
227423309,0.44
227423310,5.23
227423311,10.54
227423312,6.22
227423314,4.95
227423315,13.21
227423316,91.63
227423317,0.20
227423319,2.65
227423320,0.20
227423321#0,3.94
227423321#1,19.86
227423321#2,36.34
227423321#3,82.80
227423322#0,21.70
227423322#1,80.10
227423323#0,17.08
227423323#1,43.37
227423323#2,14.13
227423324,233.28
227423325#0,9.41
227423325#1,2.33
227423325#2,39.38
227423325#3,34.37
227423325#4,19.14
227423325#5,2.05
227423325#6,29.92
227423325#7,24.57
227423326,1.94
227423327,37.77
227423328,1.37
227423329,18.56
227423330,12.79
227423331,15.59
227423332#0,22.89
227423332#1,55.24
227423332#2,7.77
227423333#0,1.54
227423333#1,0.56
227423333#2,0.20
227423334#0,3.88
227423334#1,0.20
227423335#0,4.37
227423335#1,33.68
227423335#2,6.53
227423335#3,12.98
227423335#4,33.90
227423335#5,3.81
227423335#6,59.66
227423335#7,32.27
227423336,5.63
227423337,18.51
227423338,6.76
227423339,38.72
227423340,23.54
227423341,12.14
227423342#0,25.45
227423342#1,46.71
227423342#2,4.33
227423343#0,20.18
227423343#1,12.48
227423344,58.34
227423345,67.29
227423346#0,14.46
227423346#1,9.16
227423348,47.17
227423349,40.28
227423351,41.05
227423353,12.22
227423354#0,14.94
227423354#1,85.60
227423355,21.71
227423356#0,2.45
227423356#1,63.84
227423357#0,0.20
227423357#1,39.31
227423358#0,2.51
227423358#1,6.00
227423358#2,6.19
227423360#0,1.14
227423360#1,12.25
227423360#2,78.32
227423361,31.88
227423362#0,10.62
227423362#1,0.37
227423362#2,46.75
227423363#0,18.98
227423363#1,20.93
227423364#0,12.37
227423364#1,13.86
227423365#1,41.08
227423365#2,75.46
227423365#3,66.83
227423365#4,15.20
227423365#5,19.20
227423365#6,39.24
227423365#7,90.91
227423365#8,109.13
227423365#9,105.49
227423367#0,5.86
227423367#1,5.32
227423367#2,55.50
227423368,67.42
227423369#0,15.74
227423369#1,10.38
227507841#0,39.15
227507841#1,13.97
227507841#2,22.06
227507841#3,9.90
227507843,35.26
227507844,24.04
227507845#0,10.01
227507845#1,11.05
227507846#0,8.24
227507846#1,11.25
227507847,21.03
227507848,82.19
227507849,43.09
227508391,66.37
227511532,64.36
227511533#0,35.28
227511533#1,40.74
227511534,55.90
227522192#1,14.23
227522192#2,83.33
227522193#1,62.48
227522195#1,17.64
227522196#0,49.11
227522196#1,9.15
227522197,38.38
227522199#0,19.76
227522199#1,2.37
227522201#0,0.98
227522201#1,21.70
227522202,77.89
227532602#1,39.14
227532602#2,125.44
227532603#1,4.34
227532604#1,36.93
227532605,140.93
227842237,25.40
227842239#1,71.52
229437818,97.02
230778040#1,106.86
230778040#1-AddedOnRampEdge,92.00
230778040#2,734.91
230778040#2-AddedOffRampEdge,92.06
230778040#2-AddedOnRampEdge,91.93
230778040#3,144.88
23110710#0,290.27
23110710#1,19.36
23110710#2,329.36
23110710#3,109.02
23110723,311.97
23110739#0,98.03
23110739#1,34.81
23110739#10,63.62
23110739#2,93.28
23110739#3,57.54
23110739#4,63.88
23110739#5,69.78
23110739#6,66.12
23110739#7,59.95
23110739#9,75.68
23110774#0,316.39
23110774#1,134.23
23110774#2,179.01
23110774#3,246.11
23110774#4,98.81
23110774#5,69.97
23110774#6,120.84
23110774#7,85.63
23110774#8,249.11
23110774#9,65.21
23110824,223.38
23110825#0,214.25
23110825#1,90.64
23110827,35.49
23110831,232.35
23110836#0,51.79
23110836#1,60.56
23110836#2,92.70
23110836#3,139.07
23110836#4,218.35
23111063#1,0.38
23111063#10,123.51
23111063#2,55.80
23111063#4,113.44
23111063#5,72.27
23111063#6,142.07
23111063#7,10.87
23111063#8,105.50
23111063#9,35.93
23111066#0,240.98
23111066#1,77.68
23111066#2,80.33
23111066#3,77.35
23111066#4,63.88
23111066#5,63.51
23111066#6,75.04
23111066#7,75.57
23111066#8,175.40
23111066#9,449.45
23111070#0,160.66
23111070#1,84.18
23111070#2,64.88
23111073#0,139.96
23111073#1,65.67
23111073#2,54.04
23111076#0,127.48
23111076#1,68.79
23111076#2,126.88
23111080#0,127.45
23111080#1,206.81
23111085#0,54.18
23111085#1,136.69
23111085#10,97.79
23111085#2,63.36
23111085#3,59.64
23111085#4,85.88
23111085#5,63.75
23111085#6,64.02
23111085#7,72.47
23111085#8,62.13
23111085#9,94.64
23111100,193.24
23111104,158.32
23111107#1,61.28
23111108,223.44
23111229#0,75.48
23111229#1,241.41
23111438#0,88.37
23111438#1,206.21
23111475#0,55.72
23111475#1,61.56
23111477,142.94
23111479#1,62.90
23111479#2,73.54
23111479#3,60.76
23111480,116.31
23111624#0,72.29
23111624#1,151.09
23111646#0,136.84
23111646#1,312.83
23111651#0,307.52
23111651#1,57.55
23111667,289.09
23111692#1,252.12
23111692#2,231.76
23111692#3,83.32
23111692#4,96.27
23111709#0,52.49
23111709#1,89.62
23111709#2,94.03
23111709#3,68.31
23111712,205.28
23111715#0,75.19
23111715#1,82.45
23111715#2,196.01
23111993#1,52.75
23111993#2,130.38
23112005,230.06
23112034,184.48
23112046#1,54.51
23115934,496.73
23115937,393.11
23115976,150.55
23115976-AddedOnRampEdge,89.23
23115979,222.12
23115994#0,517.90
23115994#1,2.43
23116040,34.31
23116043,58.33
23116048#0,143.63
23116048#1,21.67
23116048#2,117.75
23116052#0,33.10
23116052#1,36.10
23116061,202.49
23236469#1,25.55
23236469#2,22.61
23236469#3,31.27
23236469#4,36.61
23236469#5,23.34
23236469#6,21.88
23236469#7,26.96
23236473,20.39
23236491#0,27.23
23236491#1,19.25
23236491#2,27.73
23236491#3,25.73
23236491#4,21.43
23236491#5,0.20
23236491#6,4.27
23236491#7,8.40
23236491#8,22.41
23236491#9,20.23
23236528#0,78.61
23236528#1,12.12
23236528#2,21.96
23236528#3,27.90
23236528#4,25.75
23236528#5,20.80
23236528#6,27.63
23236648#0,156.93
23236648#1,69.60
23236648#2,23.37
23236769#0,30.33
23236769#1,21.48
23236784#0,185.22
23236784#1,25.12
23236784#2,7.71
23236825#0,91.41
23236825#1,66.05
23236825#2,57.68
23236836#0,101.30
23236841#0,65.87
23236841#1,188.68
23236841#2,84.74
23237210,536.52
23237249,779.76
23237257,307.47
232392527#0,21.77
232392527#1,35.01
232393212#0,40.33
232393212#1,20.94
232393213#0,75.96
232393213#1,32.00
232393214#0,45.91
232393214#1,43.46
232393214#2,46.15
232393215#0,34.03
232393215#1,34.09
232393216,76.31
232393217#0,32.15
232393217#1,35.62
232393218,27.72
232428865#0,35.58
232428865#1,33.41
232455420#0,35.73
232455420#1,36.75
234065003,110.65
234373961#0,19.64
234373961#1,7.35
23439991#0,161.64
23440027#1,14.25
23440032#0,127.63
23440032#1,221.28
235768580#0,33.51
235768580#1,0.40
235768581,27.79
235768582,27.66
235833289#0,65.91
235833289#1,16.88
235833289#2,15.06
235833289#3,14.85
235833289#4,69.41
235833289#5,90.38
235833289#6,27.32
235833289#7,16.70
235833290,114.06
235833291,65.78
235833292,49.33
235833293,71.74
235833294,68.72
235833295,52.31
235833296,7.91
235833298,61.78
235833299#0,11.43
235833299#1,2.88
235833299#2,16.20
235833299#3,0.20
235833299#4,11.23
235833299#5,10.66
235909962#1,95.21
236571204,110.57
236571602,41.44
236571603,39.25
237062399#0,118.33
237062399#1,9.28
237062399#2,8.64
237062399#3,9.32
237062399#4,8.79
237062399#5,17.56
237062399#6,8.10
237062399#7,11.92
237062400#0,14.75
237062400#1,15.28
237062400#2,15.41
237062400#3,14.53
237062401#0,9.28
237062401#1,29.34
237062401#2,9.12
237062401#3,5.20
237062402#0,1.78
237062402#1,5.34
237062402#2,4.17
237062402#3,6.20
237062402#4,4.52
237062403,1.59
237062404,25.72
237062405,139.01
237062406,9.23
237062407,103.82
237062408,35.08
237062409,14.46
237062410,87.51
237062411,98.90
237062412,74.76
237062413,52.07
237062414,39.02
237062415,10.69
237062416#0,12.99
237062416#1,5.42
237062417#1,79.82
237062418,56.75
237062419#1,109.03
237062419#2,51.05
237062420,57.85
237062421#0,80.89
237062422#0,25.54
237062422#1,9.83
237062422#2,41.52
237062422#3,28.95
237062423,210.77
237062424#1,70.17
237062424#2,6.78
237062424#3,42.15
237062425#0,0.91
237062425#1,81.70
237062426#1,63.91
237062427,70.29
237062428,71.14
237062429#0,6.40
237062429#1,0.20
237062429#2,4.37
237062429#3,0.33
237062429#4,6.67
237062430,7.76
237062431,116.38
237395016#1,273.19
237395016#2,5.72
237395016#3,914.92
237476105#0,4.94
238121443,32.91
238121444#1,10.63
238121444#2,34.03
238266682,6.37
238266683,24.30
238266684,33.12
238266685,78.85
238266686,1.90
238266687#0,26.40
238266687#1,12.76
238266688#0,2.03
238266688#1,1.95
238266689#0,37.91
238266689#2,33.92
238266690#0,37.99
238266690#2,1.80
238266691#0,13.01
