edge_id,length
:-30020_5,4.46
:-30020_6,4.46
:-30024_0,8.34
:-30024_1,10.19
:-30024_2,7.69
:-30024_3,12.55
:-30024_4,5.54
:-30024_5,9.77
:-30096_0,5.00
:-30096_1,6.20
:-30116_0,5.01
:-30116_1,12.88
:-30116_2,5.09
:-30116_3,9.34
:-30116_5,9.01
:-30116_7,4.37
:-30116_8,8.77
:-30130_0,6.21
:-30130_3,5.11
:-30130_4,16.02
:-30130_6,6.21
:-30132_0,7.92
:-30132_1,23.02
:-30132_2,23.87
:-30132_3,20.62
:-30132_4,22.10
:-30132_6,4.33
:-30132_14,8.71
:-30132_7,5.16
:-30132_8,26.40
:-30132_9,9.13
:-30132_15,14.72
:-30132_10,16.61
:-30132_11,22.13
:-30132_13,10.46
:-30132_16,16.67
:-30138_0,5.00
:-30138_1,7.84
:-30196_0,5.29
:-30196_1,10.63
:-30196_2,5.07
:-30196_3,9.47
:-30196_4,9.37
:-30196_5,5.00
:-30196_6,5.28
:-30230_0,3.06
:-30230_1,6.32
:-3026_0,5.16
:-3026_1,12.76
:-3026_2,12.56
:-3026_3,7.44
:-3026_4,12.05
:-3026_5,5.67
:-3026_12,7.78
:-3026_6,5.78
:-3026_7,11.29
:-3026_8,12.85
:-3026_9,9.59
:-3026_10,12.31
:-3026_11,5.70
:-3026_13,5.30
:-3046_0,6.03
:-3046_1,9.78
:-3046_4,4.02
:-3046_14,12.00
:-3046_5,5.13
:-3046_6,22.93
:-3046_7,17.85
:-3046_9,5.05
:-3046_10,9.59
:-3046_13,3.43
:-3046_15,11.88
:-3054_0,23.08
:-3054_1,30.54
:-3054_4,30.54
:-3054_7,12.96
:-3054_12,26.95
:-3054_13,23.73
:-3054_9,6.59
:-3054_10,32.03
:-3062_0,4.91
:-3062_1,8.60
:-3062_3,5.61
:-30668#0-AddedOffRampNode_0,3.38
:-30668#10-AddedOffRampNode_0,3.37
:-30668#12-AddedOffRampNode_0,3.37
:-30668#12-AddedOnRampNode_0,3.75
:-30668#14-AddedOffRampNode_0,3.37
:-30668#14-AddedOnRampNode_0,3.75
:-30668#16-AddedOnRampNode_0,3.75
:-30668#2-AddedOffRampNode_0,3.38
:-30668#2-AddedOnRampNode_0,3.75
:-30668#4-AddedOffRampNode_0,3.37
:-30668#4-AddedOnRampNode_0,3.75
:-30668#6-AddedOffRampNode_0,3.38
:-30668#6-AddedOnRampNode_0,3.75
:-30668#7-AddedOffRampNode_0,3.37
:-30668#9-AddedOffRampNode_0,3.37
:-30668#9-AddedOnRampNode_0,3.75
:-30706#0-AddedOffRampNode_0,25.68
:-30706#2-AddedOnRampNode_0,3.75
:-3100_0,16.30
:-3100_3,5.79
:-3100_11,12.69
:-3100_4,5.07
:-3100_5,19.96
:-3100_7,5.01
:-3100_8,16.19
:-3112_0,9.97
:-3112_1,5.67
:-3112_6,5.22
:-3112_2,5.13
:-3112_3,10.59
:-3112_4,5.33
:-3112_5,9.66
:-3116_0,9.52
:-3116_1,5.40
:-3116_6,5.40
:-3116_2,5.11
:-3116_3,10.37
:-3116_4,5.40
:-3116_5,9.53
:-3120_0,5.75
:-3120_1,10.56
:-3120_4,5.08
:-3120_5,22.91
:-3120_6,15.82
:-3120_8,9.85
:-3120_11,2.50
:-3120_12,11.58
:-3122_0,9.23
:-3122_1,5.02
:-3122_6,5.18
:-3122_2,5.14
:-3122_3,10.40
:-3122_4,5.02
:-3122_5,9.41
:-3124_0,34.80
:-3124_3,10.06
:-3124_10,19.74
:-3124_4,7.23
:-3124_5,39.20
:-3124_7,36.47
:-3124_8,37.10
:-3136_0,9.30
:-3136_1,5.14
:-3136_6,5.14
:-3136_2,4.99
:-3136_3,10.22
:-3136_4,5.02
:-3136_5,9.44
:-31366#0-AddedOnRampNode_0,3.75
:-31366#1-AddedOffRampNode_0,3.37
:-31366#1-AddedOnRampNode_0,3.75
:-31366#3-AddedOnRampNode_0,3.75
:-3138_0,5.10
:-3138_1,9.56
:-3138_2,9.66
:-3138_3,5.23
:-3138_6,5.19
:-3138_4,5.30
:-3138_5,10.74
:-3160_0,9.71
:-3160_1,5.13
:-3160_6,5.36
:-3160_2,5.59
:-3160_3,11.08
:-3160_4,5.18
:-3160_5,9.61
:-31622#0-AddedOffRampNode_0,3.38
:-31622#10-AddedOffRampNode_0,3.37
:-31622#10-AddedOnRampNode_0,3.75
:-31622#12-AddedOffRampNode_0,3.37
:-31622#12-AddedOnRampNode_0,3.75
:-31622#14-AddedOffRampNode_0,3.38
:-31622#14-AddedOnRampNode_0,3.76
:-31622#16-AddedOnRampNode_0,3.75
:-31622#2-AddedOffRampNode_0,3.37
:-31622#2-AddedOnRampNode_0,3.75
:-31622#4-AddedOffRampNode_0,3.38
:-31622#4-AddedOnRampNode_0,3.75
:-31622#5-AddedOffRampNode_0,3.37
:-31622#7-AddedOffRampNode_0,3.38
:-31622#7-AddedOnRampNode_0,3.75
:-31622#8-AddedOffRampNode_0,3.37
:-3190_0,5.01
:-3190_1,9.50
:-3190_2,9.50
:-3190_3,5.28
:-3190_6,5.05
:-3190_4,5.00
:-3190_5,10.32
:-3218_0,5.02
:-3218_1,6.19
:-3218_2,6.16
:-3218_3,2.91
:-3218_4,4.93
:-32182-AddedOffRampNode_0,15.70
:-3222_0,9.49
:-3222_1,5.08
:-3222_6,5.24
:-3222_2,5.17
:-3222_3,10.53
:-3222_4,5.05
:-3222_5,9.50
:-3230_0,5.27
:-3230_1,10.57
:-3230_2,5.90
:-3230_3,9.68
:-3230_4,9.79
:-3230_5,5.60
:-3230_6,5.84
:-3234_0,6.68
:-3234_1,5.16
:-3234_2,3.94
:-3234_3,2.73
:-32400#0-AddedOffRampNode_0,9.46
:-32400#2-AddedOffRampNode_0,3.37
:-32400#2-AddedOnRampNode_0,3.75
:-32400#4-AddedOnRampNode_0,27.82
:-32400#5-AddedOnRampNode_0,25.59
:-32426#0-AddedOffRampNode_0,3.37
:-32426#2-AddedOffRampNode_0,3.37
:-32426#2-AddedOnRampNode_0,3.75
:-32454#1-AddedOffRampNode_0,3.38
:-32454#1-AddedOnRampNode_0,3.75
:-3252_0,6.14
:-3252_1,4.87
:-3252_2,8.95
:-326_0,8.85
:-326_2,4.71
:-326_8,9.48
:-326_3,5.19
:-326_4,12.68
:-326_5,5.76
:-326_6,9.35
:-32798-AddedOnRampNode_0,23.33
:-32858#1-AddedOffRampNode_0,3.37
:-32858#1-AddedOnRampNode_0,3.75
:-3290_0,9.92
:-3290_1,5.36
:-3290_6,5.21
:-3290_2,5.43
:-3290_3,10.99
:-3290_4,5.16
:-3290_5,9.65
:-3294_0,16.06
:-3294_2,6.54
:-3294_8,10.54
:-3294_3,5.20
:-3294_4,15.99
:-3294_5,6.70
:-3294_6,16.21
:-3310_0,4.84
:-3310_1,5.13
:-3310_2,7.00
:-3312_0,7.88
:-3312_1,13.42
:-3312_2,5.77
:-3312_3,10.34
:-3312_4,10.03
:-3312_5,4.18
:-3312_6,6.89
:-3320_0,9.51
:-3320_2,4.33
:-3320_7,8.71
:-3320_3,5.19
:-3320_4,13.41
:-3320_5,5.06
:-3320_6,9.51
:-3350_0,9.61
:-3350_1,5.43
:-3350_6,5.43
:-3350_2,5.13
:-3350_3,10.41
:-3350_4,5.43
:-3350_5,9.56
:-3378_0,5.14
:-3378_1,13.41
:-3378_2,5.35
:-3378_3,9.85
:-3378_5,10.53
:-3378_7,5.09
:-3378_8,8.80
:-3392_0,8.63
:-3392_1,5.13
:-3392_6,5.13
:-3392_2,4.99
:-3392_3,9.90
:-3392_4,5.20
:-3392_5,9.24
:-3402_0,6.19
:-3402_2,5.21
:-3402_3,10.76
:-3402_4,6.23
:-3418_0,5.59
:-3418_1,9.53
:-3418_4,9.48
:-3418_7,4.58
:-3418_11,12.58
:-3418_8,5.17
:-3418_9,17.15
:-3430_0,5.83
:-3430_1,10.84
:-3430_2,5.12
:-3430_3,9.22
:-3430_4,8.26
:-3430_5,4.49
:-3430_6,5.26
:-346_0,0.10
:-346_3,0.10
:-3480_0,6.65
:-3480_1,12.16
:-3480_2,5.45
:-3480_3,9.84
:-3480_4,9.75
:-3480_5,4.61
:-3480_6,6.07
:-3498_0,7.36
:-3498_1,5.88
:-3498_2,5.87
:-3502_0,9.11
:-3502_1,9.12
:-3520_0,7.35
:-3520_2,14.46
:-3520_3,7.75
:-3522_0,11.22
:-3522_1,5.86
:-3522_6,6.54
:-3522_2,5.51
:-3522_3,11.40
:-3522_4,6.32
:-3522_5,10.22
:-3556_0,9.37
:-3556_1,5.27
:-3556_6,5.28
:-3556_2,5.05
:-3556_3,10.27
:-3556_4,5.23
:-3556_5,9.46
:-3582_0,5.95
:-3582_1,5.03
:-3582_2,7.91
:-3582_3,6.12
:-3590_0,7.52
:-3590_2,7.97
:-3590_3,15.32
:-3590_4,7.97
:-3590_5,15.32
:-364_0,6.10
:-364_1,9.59
:-364_2,9.37
:-364_3,5.23
:-364_6,6.25
:-364_4,5.28
:-364_5,10.38
:-3650_0,5.02
:-3650_1,9.50
:-3650_3,9.50
:-3650_5,4.44
:-3650_8,8.63
:-3650_6,5.06
:-3650_7,13.18
:-3658_0,5.41
:-3658_1,9.49
:-3658_2,9.40
:-3658_3,5.26
:-3658_6,5.51
:-3658_4,5.11
:-3658_5,10.30
:-3660_0,9.52
:-3660_3,4.05
:-3660_11,11.95
:-3660_4,5.02
:-3660_5,17.55
:-3660_7,5.00
:-3660_8,9.51
:-3664_0,1.15
:-3664_1,3.54
:-3680_0,1.87
:-3700_0,8.80
:-3700_3,9.64
:-3700_5,10.98
:-3700_6,9.64
:-3700_7,10.98
:-3700_8,8.55
:-3700_9,4.95
:-3702_0,9.46
:-3702_2,3.81
:-3702_8,8.81
:-3702_3,5.02
:-3702_4,13.82
:-3702_5,5.06
:-3702_6,9.49
:-372_0,5.80
:-372_1,5.11
:-372_2,8.67
:-3736_0,5.10
:-3736_1,9.78
:-3736_2,10.63
:-3736_3,5.56
:-3736_4,9.83
:-3736_5,5.22
:-3736_12,5.22
:-3736_6,5.03
:-3736_7,9.93
:-3736_8,10.62
:-3736_9,5.43
:-3736_10,9.88
:-3736_11,5.37
:-3736_13,5.37
:-3746_0,5.00
:-3746_1,9.43
:-3746_2,9.27
:-3746_3,5.07
:-3746_6,5.14
:-3746_4,5.05
:-3746_5,10.31
:-3760_0,5.14
:-3760_1,9.69
:-3760_2,5.44
:-3760_12,5.16
:-3760_3,5.07
:-3760_4,9.59
:-3760_5,10.43
:-3760_6,5.17
:-3760_7,9.56
:-3760_8,5.13
:-3760_13,5.17
:-3760_9,5.13
:-3760_10,9.79
:-3760_11,10.48
:-3766_0,9.55
:-3766_2,4.80
:-3766_8,9.16
:-3766_3,5.15
:-3766_4,13.00
:-3766_5,5.54
:-3766_6,9.55
:-3772_0,21.55
:-3772_1,22.26
:-3772_3,22.55
:-3772_5,1.70
:-3772_6,8.20
:-3780_0,9.47
:-3780_1,5.20
:-3780_6,5.20
:-3780_2,5.02
:-3780_3,10.31
:-3780_4,5.07
:-3780_5,9.49
:-3788_0,9.50
:-3788_1,5.24
:-3788_6,5.24
:-3788_2,5.04
:-3788_3,10.33
:-3788_4,5.13
:-3788_5,9.50
:-3818_0,5.08
:-3818_1,9.46
:-3818_2,9.33
:-3818_3,4.97
:-3818_6,5.29
:-3818_4,5.34
:-3818_5,10.66
:-3836_0,5.50
:-3836_1,4.32
:-3836_2,3.86
:-3836_3,3.61
:-3840_0,8.19
:-3840_1,10.08
:-3840_2,8.03
:-3840_4,5.33
:-3840_7,9.65
:-3840_5,5.34
:-3840_6,12.82
:-3850_0,2.59
:-3876_0,7.99
:-3876_1,4.77
:-3876_6,4.79
:-3876_2,4.84
:-3876_3,9.59
:-3876_4,4.83
:-3876_5,9.03
:-3886_0,5.31
:-3890_0,9.42
:-3890_1,7.80
:-3890_2,1.14
:-3890_3,6.69
:-3912_0,6.59
:-3912_1,12.18
:-3912_2,5.45
:-3912_3,9.88
:-3912_4,9.96
:-3912_5,4.79
:-3912_6,5.99
:-3932_0,16.11
:-3932_1,16.11
:-394_0,9.63
:-394_1,13.93
:-394_2,6.68
:-394_12,8.68
:-394_3,6.31
:-394_4,12.87
:-394_5,14.51
:-394_6,11.64
:-394_7,13.93
:-394_8,5.45
:-394_13,5.93
:-394_9,5.26
:-394_10,14.48
:-394_11,14.19
:-3952_0,6.33
:-3952_1,3.26
:-3952_4,5.00
:-3952_2,5.22
:-3952_3,6.26
:-3960_0,9.42
:-3960_1,7.79
:-3960_2,1.11
:-3960_3,6.69
:-3976_0,15.68
:-3976_3,5.92
:-3976_13,13.47
:-3976_4,5.11
:-3976_5,5.54
:-3976_14,12.77
:-3976_6,6.05
:-3976_7,16.01
:-3976_10,7.16
:-3976_11,23.70
:-3976_12,16.57
:-3998_0,10.52
:-3998_3,12.24
:-3998_6,19.11
:-4000_0,6.29
:-4000_2,4.05
:-4000_8,8.22
:-4000_3,4.85
:-4000_4,11.93
:-4000_5,4.92
:-4000_6,8.47
:-4004_0,5.02
:-4004_1,12.33
:-4004_2,5.26
:-4004_3,8.95
:-4004_5,7.73
:-4004_7,4.48
:-4004_8,8.71
:-4042_0,9.83
:-4042_2,4.66
:-4042_8,8.63
:-4042_3,5.04
:-4042_4,13.19
:-4042_5,5.07
:-4042_6,9.61
:-4044_0,5.01
:-4044_1,9.65
:-4044_2,10.40
:-4044_3,5.07
:-4044_4,9.59
:-4044_5,5.23
:-4044_12,5.23
:-4044_6,5.03
:-4044_7,9.55
:-4044_8,10.41
:-4044_9,5.22
:-4044_10,9.61
:-4044_11,5.31
:-4044_13,5.04
:-406_0,9.77
:-406_3,10.00
:-406_4,20.81
:-406_5,10.00
:-406_7,20.81
:-4072_0,9.27
:-4072_2,4.37
:-4072_8,8.63
:-4072_3,5.02
:-4072_4,13.06
:-4072_5,4.99
:-4072_6,9.42
:-408_0,4.99
:-408_1,6.45
:-4086_0,7.08
:-4086_1,4.91
:-4086_6,5.57
:-4086_2,5.04
:-4086_3,9.10
:-4086_4,5.84
:-4086_5,8.91
:-4124_0,5.10
:-4124_1,13.26
:-4124_2,5.28
:-4124_3,9.71
:-4124_5,10.13
:-4124_7,4.89
:-4124_8,8.79
:-4160_0,4.85
:-4160_1,18.68
:-4160_2,18.03
:-4160_3,8.54
:-4160_4,18.21
:-4160_6,6.57
:-4160_14,10.79
:-4160_7,5.23
:-4160_8,18.59
:-4160_9,17.84
:-4160_10,8.72
:-4160_11,18.37
:-4160_13,6.61
:-4160_15,10.33
:-4176_0,5.12
:-4176_1,14.04
:-4176_2,6.38
:-4176_5,5.01
:-4176_6,14.03
:-4176_7,6.26
:-4194_0,5.02
:-4194_1,13.09
:-4194_2,5.06
:-4194_3,9.51
:-4194_5,9.53
:-4194_7,4.54
:-4194_8,8.66
:-4214_0,9.51
:-4214_1,21.42
:-4214_2,29.41
:-4214_5,17.69
:-4214_6,22.69
:-4214_7,27.25
:-4214_10,11.36
:-4214_12,12.43
:-4214_13,6.96
:-4214_20,21.37
:-4214_21,19.49
:-4214_14,25.73
:-4214_17,9.94
:-4214_22,18.56
:-4214_18,6.20
:-4214_19,28.99
:-4216_0,5.05
:-4216_1,9.17
:-4216_4,8.40
:-4216_7,3.41
:-4216_11,12.09
:-4216_8,5.27
:-4216_9,17.93
:-422_0,8.98
:-422_1,4.89
:-422_6,5.34
:-422_2,4.98
:-422_3,10.07
:-422_4,5.07
:-422_5,9.33
:-4224_0,6.67
:-4224_1,5.04
:-4228_0,7.62
:-4228_1,10.29
:-4228_2,10.20
:-4228_3,5.82
:-4228_6,7.41
:-4228_4,5.72
:-4228_5,11.12
:-4246_0,5.31
:-4246_1,14.66
:-4246_2,6.11
:-4246_3,5.32
:-4246_4,4.83
:-4246_5,2.46
:-4246_6,5.29
:-4272_0,6.61
:-4272_1,11.77
:-4272_2,11.99
:-4272_3,5.40
:-4272_4,10.07
:-4272_5,5.72
:-4272_12,5.88
:-4272_6,5.68
:-4272_7,10.32
:-4272_8,10.36
:-4272_9,5.71
:-4272_10,10.16
:-4272_11,4.99
:-4272_13,5.94
:-4274_0,9.59
:-4274_1,4.91
:-4274_6,5.53
:-4274_2,5.75
:-4274_3,11.20
:-4274_4,5.21
:-4274_5,9.59
:-4278_0,8.64
:-4278_2,3.98
:-4278_8,8.75
:-4278_3,5.14
:-4278_4,13.13
:-4278_5,5.01
:-4278_6,9.22
:-4294_0,5.62
:-4294_1,11.01
:-4294_2,7.24
:-4294_3,10.14
:-4294_4,10.14
:-4294_5,5.80
:-4294_6,7.05
:-4302_0,5.01
:-4302_1,10.31
:-4302_2,5.04
:-4302_3,9.49
:-4302_4,9.47
:-4302_5,5.18
:-4302_6,5.18
:-4304_0,6.00
:-4304_1,14.64
:-4304_2,5.27
:-4304_3,9.59
:-4304_5,7.39
:-4304_6,16.82
:-4304_7,11.14
:-4304_8,9.47
:-4304_10,3.72
:-4304_11,9.20
:-4318_0,14.67
:-4318_1,9.75
:-4318_2,4.86
:-4318_3,2.71
:-4318_4,11.32
:-432_0,9.49
:-432_1,5.05
:-432_6,5.28
:-432_2,5.25
:-432_3,10.62
:-432_4,5.07
:-432_5,9.50
:-4320_0,9.52
:-4320_1,5.07
:-4320_6,5.27
:-4320_2,5.22
:-4320_3,10.59
:-4320_4,5.06
:-4320_5,9.51
:-4322_0,6.88
:-4322_1,17.09
:-4322_2,14.35
:-4322_3,5.22
:-4322_4,10.97
:-4322_6,5.16
:-4322_14,9.03
:-4322_7,6.52
:-4322_8,16.71
:-4322_9,13.41
:-4322_10,5.06
:-4322_11,11.05
:-4322_13,4.75
:-4322_15,9.31
:-4328_0,5.49
:-4328_1,10.79
:-4328_2,5.11
:-4328_3,9.44
:-4328_4,9.23
:-4328_5,4.78
:-4328_6,5.44
:-4344_0,5.02
:-4344_1,9.61
:-4344_2,5.31
:-4344_12,5.11
:-4344_3,5.18
:-4344_4,9.62
:-4344_5,10.42
:-4344_6,5.02
:-4344_7,9.62
:-4344_8,5.33
:-4344_13,5.09
:-4344_9,5.15
:-4344_10,9.61
:-4344_11,10.40
:-4348_0,6.62
:-4348_3,4.56
:-4348_6,5.00
:-4348_7,15.43
:-4372_0,9.64
:-4372_2,18.42
:-4372_3,9.64
:-4372_4,18.42
:-4372_5,8.81
:-4378_0,6.33
:-4378_1,5.07
:-4378_2,7.99
:-4378_3,6.25
:-440_0,5.04
:-440_1,10.41
:-440_2,5.08
:-440_3,9.55
:-440_4,6.88
:-440_5,10.04
:-440_6,9.13
:-440_7,9.66
:-440_8,5.40
:-440_9,5.08
:-4410_0,0.35
:-4410_1,2.34
:-4410_3,2.34
:-4410_2,0.32
:-4426_0,8.36
:-4426_1,4.25
:-4426_6,5.65
:-4426_2,6.79
:-4426_3,11.85
:-4426_4,5.37
:-4426_5,9.50
:-4432_0,7.18
:-4432_1,25.87
:-4432_2,17.13
:-4432_3,8.10
:-4432_4,10.82
:-4432_7,2.21
:-4432_16,13.75
:-4432_8,7.82
:-4432_9,29.50
:-4432_10,21.36
:-4432_11,5.97
:-4432_12,10.79
:-4432_15,25.04
:-4432_17,5.40
:-4456_0,7.28
:-4456_2,5.53
:-4456_3,12.27
:-4456_4,9.62
:-446_0,9.50
:-446_1,5.27
:-446_6,5.05
:-446_2,5.01
:-446_3,10.33
:-446_4,5.00
:-446_5,9.50
:-4466_0,9.57
:-4466_1,7.92
:-4466_2,5.01
:-4466_3,9.56
:-4466_4,5.09
:-4466_5,9.57
:-4466_7,7.87
:-4468_0,4.85
:-4468_1,9.08
:-4468_2,8.14
:-4468_3,4.82
:-4468_6,4.82
:-4468_4,4.84
:-4468_5,9.63
:-4482_0,9.49
:-4482_1,5.22
:-4482_6,5.11
:-4482_2,5.10
:-4482_3,10.44
:-4482_4,5.03
:-4482_5,9.50
:-450_0,11.04
:-450_1,6.40
:-450_6,8.11
:-450_2,6.07
:-450_3,11.86
:-450_4,8.70
:-450_5,10.99
:-4500_0,6.73
:-4500_2,6.11
:-4558_0,9.94
:-4558_3,7.66
:-4558_4,19.40
:-4558_6,8.79
:-4570_0,5.83
:-4570_1,16.72
:-4570_3,6.77
:-4570_6,6.41
:-4594_0,5.56
:-4594_1,9.56
:-4594_2,9.57
:-4594_3,5.50
:-4594_6,5.50
:-4594_4,5.16
:-4594_5,10.40
:-4600_0,9.49
:-4600_1,5.38
:-4600_6,5.38
:-4600_2,5.10
:-4600_3,10.34
:-4600_4,5.37
:-4600_5,9.51
:-4602_0,30.28
:-4602_1,30.65
:-4602_4,30.89
:-4602_7,17.43
:-4602_8,26.75
:-4654_0,5.00
:-4654_1,9.50
:-4654_2,9.50
:-4654_3,5.28
:-4654_6,5.05
:-4654_4,5.01
:-4654_5,10.33
:-4658_0,0.10
:-4658_1,2.89
:-4672_0,9.32
:-4672_1,7.85
:-4672_2,1.11
:-4672_3,6.68
:-4678_0,9.90
:-4678_1,5.62
:-4678_6,5.27
:-4678_2,5.13
:-4678_3,10.55
:-4678_4,5.35
:-4678_5,9.64
:-4708_0,7.14
:-4708_2,6.82
:-4708_4,13.99
:-4732_0,8.54
:-4732_1,7.09
:-4732_2,0.96
:-4732_3,6.16
:-4738_0,5.57
:-4738_1,10.92
:-4738_2,5.14
:-4738_3,9.48
:-4738_4,9.33
:-4738_5,4.89
:-4738_6,5.39
:-474_0,3.12
:-474_1,1.18
:-4750_0,5.42
:-4750_1,7.15
:-4750_2,3.68
:-4750_3,3.46
:-4788_0,5.03
:-4788_1,9.45
:-4788_4,9.36
:-4788_7,3.90
:-4788_11,12.00
:-4788_8,5.10
:-4788_9,17.70
:-4790_0,5.33
:-4790_1,10.54
:-4790_2,6.20
:-4790_3,9.69
:-4790_4,9.65
:-4790_5,5.46
:-4790_6,6.23
:-480_0,5.44
:-480_1,10.44
:-480_2,5.03
:-480_3,9.18
:-480_4,8.36
:-480_5,4.64
:-480_6,5.13
:-4810_0,6.77
:-4810_1,9.84
:-4810_3,9.66
:-4810_5,5.46
:-4810_8,10.35
:-4810_6,5.49
:-4810_7,13.00
:-4818_0,9.70
:-4818_2,4.54
:-4818_8,8.61
:-4818_3,5.06
:-4818_4,13.24
:-4818_5,5.03
:-4818_6,9.57
:-484_0,5.29
:-484_1,10.25
:-484_2,4.98
:-484_3,9.15
:-484_4,8.31
:-484_5,4.68
:-484_6,5.05
:-4850_0,8.35
:-4850_3,4.05
:-4850_11,12.26
:-4850_4,5.04
:-4850_5,16.92
:-4850_7,5.23
:-4850_8,9.13
:-4866_0,10.19
:-4866_2,5.39
:-4866_8,9.86
:-4866_3,5.39
:-4866_4,13.23
:-4866_5,6.37
:-4866_6,9.90
:-4884_0,5.84
:-4884_1,8.77
:-4884_2,6.52
:-4884_3,4.80
:-4884_6,5.53
:-4884_4,5.00
:-4884_5,8.78
:-4900_0,10.64
:-4900_3,11.30
:-4900_4,21.88
:-4900_5,11.30
:-4900_7,21.88
:-4904_0,10.14
:-4904_2,4.57
:-4904_8,8.70
:-4904_3,5.29
:-4904_4,13.71
:-4904_5,5.11
:-4904_6,9.72
:-4948_0,7.43
:-4948_1,17.59
:-4948_4,5.67
:-4948_16,12.79
:-4948_5,5.01
:-4948_6,23.97
:-4948_7,9.15
:-4948_17,10.51
:-4948_8,6.64
:-4948_9,17.78
:-4948_12,6.33
:-4948_18,13.68
:-4948_13,5.18
:-4948_14,23.58
:-4948_15,7.98
:-4948_19,11.67
:-4952_0,5.01
:-4952_1,8.52
:-4952_3,6.45
:-4952_5,4.17
:-4952_8,8.34
:-4952_6,4.90
:-4952_7,11.92
:-504_0,10.08
:-504_2,4.09
:-504_8,9.10
:-504_3,5.91
:-504_4,14.60
:-504_5,5.27
:-504_6,9.77
:-5120_0,10.03
:-5120_2,4.24
:-5120_8,8.94
:-5120_3,5.65
:-5120_4,14.22
:-5120_5,5.20
:-5120_6,9.72
:-5126_0,16.00
:-5126_2,6.23
:-5126_8,12.26
:-5126_3,5.48
:-5126_4,16.70
:-5126_5,9.59
:-5126_6,16.75
:-5146_0,9.58
:-5146_2,8.32
:-5146_3,8.53
:-5150_0,5.16
:-5150_1,10.40
:-5150_2,5.56
:-5150_3,9.55
:-5150_4,9.55
:-5150_5,5.49
:-5150_6,5.49
:-5158_0,9.50
:-5158_1,5.31
:-5158_6,5.31
:-5158_2,5.07
:-5158_3,10.34
:-5158_4,5.24
:-5158_5,9.51
:-5166_0,7.36
:-5166_1,4.21
:-5166_6,5.05
:-5166_2,5.85
:-5166_3,10.57
:-5166_4,5.06
:-5166_5,8.98
:-5174_0,6.36
:-5174_1,3.06
:-5174_4,4.84
:-5174_2,5.06
:-5174_3,6.25
:-5178_0,6.33
:-5178_1,9.76
:-5178_2,9.76
:-5178_3,5.54
:-5178_6,6.32
:-5178_4,5.37
:-5178_5,10.62
:-5188_0,6.72
:-5188_1,12.17
:-5188_2,5.45
:-5188_3,9.81
:-5188_4,9.59
:-5188_5,4.42
:-5188_6,6.18
:-5206_0,31.00
:-5206_2,29.87
:-5206_4,12.75
:-5206_5,31.41
:-5216_0,5.96
:-5216_1,5.00
:-5218_0,32.10
:-5218_1,20.72
:-5218_3,33.41
:-5218_6,33.31
:-5230_0,9.24
:-5230_1,5.09
:-5230_6,5.10
:-5230_2,4.98
:-5230_3,10.20
:-5230_4,4.97
:-5230_5,9.42
:-5236_0,14.74
:-5236_1,28.33
:-5236_4,8.40
:-5236_18,14.59
:-5236_5,5.19
:-5236_6,29.15
:-5236_7,12.66
:-5236_19,12.97
:-5236_8,10.65
:-5236_9,27.67
:-5236_12,7.34
:-5236_20,19.03
:-5236_13,6.14
:-5236_14,28.87
:-5236_15,14.53
:-5236_17,8.33
:-5236_21,13.30
:-5236_22,17.04
:-5258_0,5.37
:-5258_1,10.03
:-5258_2,10.69
:-5258_3,5.09
:-5258_4,9.61
:-5258_5,5.34
:-5258_12,5.27
:-5258_6,5.14
:-5258_7,9.67
:-5258_8,10.33
:-5258_9,5.16
:-5258_10,9.62
:-5258_11,5.11
:-5258_13,5.32
:-5274_0,9.64
:-5274_1,5.16
:-5274_6,5.42
:-5274_2,5.09
:-5274_3,10.51
:-5274_4,5.24
:-5274_5,9.55
:-5310_0,8.79
:-5310_2,5.21
:-5310_3,15.18
:-5310_4,5.21
:-5310_5,15.18
:-5310_7,5.33
:-532_0,5.04
:-532_1,10.34
:-532_2,5.00
:-532_3,9.47
:-532_4,9.41
:-532_5,5.11
:-532_6,5.16
:-5320_0,5.07
:-5320_1,10.31
:-5320_2,5.25
:-5320_3,9.49
:-5320_4,9.45
:-5320_5,5.30
:-5320_6,5.30
:-5364_0,8.03
:-5364_1,5.09
:-5364_6,5.63
:-5364_2,5.09
:-5364_3,9.62
:-5364_4,5.80
:-5364_5,9.15
:-5376_0,9.44
:-5376_1,4.95
:-5376_6,5.39
:-5376_2,5.50
:-5376_3,10.89
:-5376_4,5.13
:-5376_5,9.51
:-5382_0,7.88
:-5382_1,8.08
:-5414_0,5.08
:-5414_1,10.35
:-5414_2,5.26
:-5414_3,9.51
:-5414_4,9.51
:-5414_5,5.32
:-5414_6,5.32
:-5422_0,5.04
:-5422_1,9.84
:-5422_4,4.18
:-5422_16,12.14
:-5422_5,5.67
:-5422_6,22.87
:-5422_7,10.14
:-5422_17,6.00
:-5422_8,5.02
:-5422_9,10.08
:-5422_12,4.20
:-5422_18,12.02
:-5422_13,5.27
:-5422_14,22.84
:-5422_15,9.90
:-5422_19,6.36
:-5428_0,16.53
:-5428_1,27.76
:-5428_2,41.10
:-5428_4,41.27
:-5428_5,10.38
:-5428_6,10.18
:-5428_46,22.81
:-5428_47,20.34
:-5428_7,6.53
:-5428_8,31.94
:-5428_9,38.52
:-5428_10,10.97
:-5428_11,8.56
:-5428_12,10.44
:-5428_48,31.63
